"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Lower","Nov 18, 2025, 5:20 AM","Nov 18, 2025, 6:06 AM","","Glute Bridge (Machine)",,"",0,"warmup",200,17,,,
"Lower","Nov 18, 2025, 5:20 AM","Nov 18, 2025, 6:06 AM","","Glute Bridge (Machine)",,"",1,"normal",200,17,,,
"Lower","Nov 18, 2025, 5:20 AM","Nov 18, 2025, 6:06 AM","","Glute Bridge (Machine)",,"",2,"normal",200,12,,,
"Lower","Nov 18, 2025, 5:20 AM","Nov 18, 2025, 6:06 AM","","Calf Extension (Machine)",,"",0,"warmup",90,10,,,
"Lower","Nov 18, 2025, 5:20 AM","Nov 18, 2025, 6:06 AM","","Calf Extension (Machine)",,"",1,"normal",100,10,,,
"Lower","Nov 18, 2025, 5:20 AM","Nov 18, 2025, 6:06 AM","","Hack Squat (Machine)",,"",0,"warmup",152,11,,,
"Lower","Nov 18, 2025, 5:20 AM","Nov 18, 2025, 6:06 AM","","Hack Squat (Machine)",,"",1,"normal",157,11,,,
"Lower","Nov 18, 2025, 5:20 AM","Nov 18, 2025, 6:06 AM","","Hack Squat (Machine)",,"",2,"normal",167,11,,,
"Lower","Nov 18, 2025, 5:20 AM","Nov 18, 2025, 6:06 AM","","Crunch (Machine)",,"",0,"warmup",60,15,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","[Back] Seated Cable Row (Neutral Grip)",,"",0,"warmup",70,13,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","[Back] Seated Cable Row (Neutral Grip)",,"",1,"normal",85,12,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","[Back] Hammer Strength Row",,"",0,"warmup",160,15,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","[Back] Hammer Strength Row",,"",1,"normal",170,12,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","[Back] Hammer Strength Row",,"",2,"normal",170,10,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","Lat Pulldown (Cable)",,"",0,"warmup",85,11,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","[Chest] Decline Chest Press",,"",0,"warmup",50,12,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","[Chest] Decline Chest Press",,"",1,"normal",90,12,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","[Chest] Decline Chest Press",,"",2,"normal",100,12,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","Bench Press (Smith Machine)",,"",0,"warmup",60,12,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","Bench Press (Smith Machine)",,"",1,"normal",70,9,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","Bench Press (Smith Machine)",,"",2,"normal",70,8,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","Crunch (Machine)",,"",0,"warmup",60,24,,,
"Upper","Nov 17, 2025, 5:53 AM","Nov 17, 2025, 6:38 AM","","Crunch (Machine)",,"",1,"normal",60,15,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","[Back] Hammer Strength Row",,"",0,"warmup",130,20,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","[Back] Hammer Strength Row",,"",1,"normal",170,8,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","[Back] Hammer Strength Row",,"",2,"normal",170,9,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","Lat Pulldown (Cable)",,"",0,"warmup",85,12,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","Lat Pulldown (Cable)",,"",1,"normal",95,9,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","Lat Pulldown (Cable)",,"",2,"normal",95,6,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","[Chest] Decline Chest Press",,"",0,"warmup",100,12,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","[Chest] Decline Chest Press",,"",1,"normal",120,9,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","[Chest] Decline Chest Press",,"",2,"normal",120,9,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","Bench Press (Smith Machine)",,"",0,"warmup",60,12,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","Bench Press (Smith Machine)",,"",1,"normal",70,8,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","Bench Press (Smith Machine)",,"",2,"normal",70,9,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","Crunch (Machine)",,"",0,"warmup",60,20,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","Crunch (Machine)",,"",1,"normal",60,17,,,
"Upper","Nov 13, 2025, 5:41 AM","Nov 13, 2025, 6:28 AM","","Crunch (Machine)",,"",2,"normal",50,13,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Seated Leg Curl (Machine)",,"",0,"warmup",75,12,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Seated Leg Curl (Machine)",,"",1,"normal",80,12,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Seated Leg Curl (Machine)",,"",2,"normal",80,10,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Leg Press (Machine)",,"",0,"warmup",220,12,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Leg Press (Machine)",,"",1,"normal",255,11,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Leg Press (Machine)",,"",2,"normal",255,11,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Glute Bridge (Machine)",,"",0,"warmup",190,17,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Glute Bridge (Machine)",,"",1,"normal",190,17,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Glute Bridge (Machine)",,"",2,"normal",190,12,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Hack Squat (Machine)",,"",0,"warmup",147,10,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Hack Squat (Machine)",,"",1,"normal",152,10,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Hack Squat (Machine)",,"",2,"normal",157,10,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Hip Abduction (Machine)",,"",0,"warmup",80,10,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Hip Abduction (Machine)",,"",1,"normal",80,10,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Crunch (Machine)",,"",0,"warmup",60,20,,,
"Lower","Nov 12, 2025, 5:18 AM","Nov 12, 2025, 6:04 AM","","Crunch (Machine)",,"",1,"normal",50,10,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","[Back] Hammer Strength Row",,"",0,"warmup",130,15,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","[Back] Hammer Strength Row",,"",1,"normal",160,13,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","[Back] Hammer Strength Row",,"",2,"normal",160,12,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","[Back] Bent Over Row (Barbell)",,"",0,"warmup",75,12,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","[Back] Bent Over Row (Barbell)",,"",1,"normal",95,10,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","Lat Pulldown (Cable)",,"",0,"warmup",50,5,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","Lat Pulldown (Cable)",,"",1,"normal",90,10,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","[Chest] Incline Chest Press (Machine)",,"",0,"warmup",70,12,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","[Chest] Incline Chest Press (Machine)",,"",1,"normal",90,9,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","[Chest] Incline Chest Press (Machine)",,"",2,"normal",90,6,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","Bench Press (Smith Machine)",,"",0,"warmup",50,12,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","Bench Press (Smith Machine)",,"",1,"normal",90,8,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","Bench Press (Smith Machine)",,"",2,"normal",90,6,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","[Triceps] Triceps Rope Pushdown",,"",0,"warmup",40,12,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","[Triceps] Triceps Rope Pushdown",,"",1,"normal",40,12,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","Crunch (Machine)",,"",0,"warmup",60,23,,,
"Upper","Nov 11, 2025, 5:14 AM","Nov 11, 2025, 6:12 AM","","Crunch (Machine)",,"",1,"normal",50,14,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Leg Extension (Machine)",,"",0,"warmup",90,10,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Leg Extension (Machine)",,"",1,"normal",90,10,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Leg Extension (Machine)",,"",2,"normal",90,10,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Leg Press (Machine)",,"",0,"warmup",200,12,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Leg Press (Machine)",,"",1,"normal",250,10,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Leg Press (Machine)",,"",2,"normal",250,11,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Glute Bridge (Machine)",,"",0,"warmup",180,17,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Glute Bridge (Machine)",,"",1,"normal",180,17,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Glute Bridge (Machine)",,"",2,"normal",180,12,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Kneeling Glute Kickback (Machine)",,"",0,"warmup",77,10,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Kneeling Glute Kickback (Machine)",,"",1,"normal",77,10,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Kneeling Glute Kickback (Machine)",,"",2,"normal",77,10,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Hack Squat (Machine)",,"",0,"warmup",142,10,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Hack Squat (Machine)",,"",1,"normal",142,10,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Hack Squat (Machine)",,"",2,"normal",142,10,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Crunch (Machine)",,"",0,"warmup",60,20,,,
"Lower","Nov 10, 2025, 5:31 AM","Nov 10, 2025, 6:22 AM","","Crunch (Machine)",,"",1,"normal",60,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Back] Hammer Strength Row",,"",0,"warmup",160,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Back] Hammer Strength Row",,"",1,"normal",160,11,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Back] Bent Over Row (Barbell)",,"",0,"warmup",75,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Back] Bent Over Row (Barbell)",,"",1,"normal",80,13,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Back] Bent Over Row (Barbell)",,"",2,"normal",80,18,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Chest] Chest Fly (Machine)",,"",0,"warmup",20,6,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Chest] Chest Fly (Machine)",,"",1,"normal",20,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Chest] Chest Fly (Machine)",,"",2,"normal",20,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Shoulders] Rear Delt Reverse Fly",,"",0,"warmup",40,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Shoulders] Rear Delt Reverse Fly",,"",1,"normal",55,11,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Shoulders] Rear Delt Reverse Fly",,"",2,"normal",55,7,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Triceps] Triceps Rope Pushdown",,"",0,"warmup",27.5,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Triceps] Triceps Rope Pushdown",,"",1,"normal",32.5,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","[Triceps] Triceps Rope Pushdown",,"",2,"normal",32.5,9,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","Pull Up (Assisted)",,"",0,"normal",70,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","Pull Up (Assisted)",,"",1,"normal",60,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","Pull Up (Assisted)",,"",2,"normal",60,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","Crunch (Machine)",,"",0,"warmup",60,22,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","Crunch (Machine)",,"",1,"normal",60,17,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","Viking Press",,"",0,"warmup",40,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","Viking Press",,"",1,"normal",40,10,,,
"Upper","Nov 8, 2025, 8:34 AM","Nov 8, 2025, 9:39 AM","","Viking Press",,"",2,"normal",40,5,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","[Back] Hammer Strength Row",,"",0,"warmup",200,12,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","[Back] Hammer Strength Row",,"",1,"normal",200,12,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","Lat Pulldown (Cable)",,"",0,"warmup",75,18,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","Lat Pulldown (Cable)",,"",1,"normal",90,10,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","Lat Pulldown (Cable)",,"",2,"normal",90,9,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","[Chest] Incline Chest Press (Machine)",,"",0,"warmup",110,10,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","[Chest] Incline Chest Press (Machine)",,"",1,"normal",110,8,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","[Chest] Incline Chest Press (Machine)",,"",2,"normal",80,8,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","Bench Press (Smith Machine)",,"",0,"warmup",50,12,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","Bench Press (Smith Machine)",,"",1,"normal",90,8,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","Bench Press (Smith Machine)",,"",2,"normal",90,8,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","[Triceps] Seated Triceps Press",,"",0,"warmup",55,10,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","[Triceps] Seated Triceps Press",,"",1,"normal",70,10,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","[Triceps] Skullcrusher (Barbell)",,"",0,"warmup",30,10,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","[Triceps] Skullcrusher (Barbell)",,"",1,"normal",30,8,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","Crunch (Machine)",,"",0,"warmup",60,22,,,
"Upper","Nov 6, 2025, 5:34 AM","Nov 6, 2025, 6:33 AM","","Crunch (Machine)",,"",1,"normal",60,15,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Seated Leg Curl (Machine)",,"",0,"warmup",75,12,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Seated Leg Curl (Machine)",,"",1,"normal",105,10,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Leg Press (Machine)",,"",0,"warmup",200,12,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Leg Press (Machine)",,"",1,"normal",250,10,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Leg Press (Machine)",,"",2,"normal",250,10,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Glute Bridge (Machine)",,"",0,"warmup",180,17,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Glute Bridge (Machine)",,"",1,"normal",180,17,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Glute Bridge (Machine)",,"",2,"normal",180,12,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Hack Squat (Machine)",,"",0,"warmup",152,10,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Hack Squat (Machine)",,"",1,"normal",152,10,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Hack Squat (Machine)",,"",2,"normal",152,10,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Hip Abduction (Machine)",,"",0,"warmup",55,10,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Hip Abduction (Machine)",,"",1,"normal",80,11,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Hip Abduction (Machine)",,"",2,"normal",80,10,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Crunch (Machine)",,"",0,"warmup",60,22,,,
"Lower","Nov 5, 2025, 5:18 AM","Nov 5, 2025, 6:06 AM","","Crunch (Machine)",,"",1,"normal",50,16,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","[Back] High Row",,"",0,"warmup",110,13,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","[Back] High Row",,"",1,"normal",150,9,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","[Back] High Row",,"",2,"normal",140,8,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","[Back] Hammer Strength Row",,"",0,"warmup",160,14,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","[Back] Hammer Strength Row",,"",1,"normal",170,14,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","[Back] Hammer Strength Row",,"",2,"normal",140,10,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","[Chest] Incline Chest Press (Machine)",,"",0,"warmup",110,11,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","[Chest] Incline Chest Press (Machine)",,"",1,"normal",110,8,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","[Chest] Incline Chest Press (Machine)",,"",2,"normal",110,4,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","Bench Press (Smith Machine)",,"",0,"warmup",50,12,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","Bench Press (Smith Machine)",,"",1,"normal",85,9,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","Bench Press (Smith Machine)",,"",2,"normal",82,8,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","Crunch (Machine)",,"",0,"warmup",60,22,,,
"Upper","Nov 4, 2025, 5:43 AM","Nov 4, 2025, 6:33 AM","","Crunch (Machine)",,"",1,"normal",50,5,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Goblet Squat",,"",0,"normal",30,15,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Leg Press (Machine)",,"",0,"warmup",200,12,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Leg Press (Machine)",,"",1,"normal",230,10,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Leg Press (Machine)",,"",2,"normal",245,10,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Glute Bridge (Machine)",,"",0,"warmup",180,17,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Glute Bridge (Machine)",,"",1,"normal",185,17,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Glute Bridge (Machine)",,"",2,"normal",155,13,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Calf Extension (Machine)",,"",0,"warmup",140,10,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Calf Extension (Machine)",,"",1,"normal",140,10,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Kneeling Glute Kickback (Machine)",,"",0,"warmup",77,10,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Kneeling Glute Kickback (Machine)",,"",1,"normal",77,10,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Kneeling Glute Kickback (Machine)",,"",2,"normal",77,10,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Hack Squat (Machine)",,"",0,"warmup",132,10,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Hack Squat (Machine)",,"",1,"normal",132,10,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Crunch (Machine)",,"",0,"warmup",60,21,,,
"Lower","Nov 3, 2025, 5:31 AM","Nov 3, 2025, 6:19 AM","","Crunch (Machine)",,"",1,"normal",60,20,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Goblet Squat",,"",0,"normal",25,15,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Leg Extension (Machine)",,"",0,"warmup",90,10,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Leg Extension (Machine)",,"",1,"normal",110,10,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Leg Extension (Machine)",,"",2,"normal",100,13,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Leg Press (Machine)",,"",0,"warmup",200,12,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Leg Press (Machine)",,"",1,"normal",240,11,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Leg Press (Machine)",,"",2,"normal",240,11,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Glute Bridge (Machine)",,"",0,"warmup",170,17,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Glute Bridge (Machine)",,"",1,"normal",180,18,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Glute Bridge (Machine)",,"",2,"normal",205,12,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Calf Extension (Machine)",,"",0,"warmup",110,10,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Calf Extension (Machine)",,"",1,"normal",120,10,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Kneeling Glute Kickback (Machine)",,"",0,"warmup",77,10,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Kneeling Glute Kickback (Machine)",,"",1,"normal",77,10,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Crunch (Machine)",,"",0,"warmup",60,20,,,
"Lower","Oct 30, 2025, 5:26 AM","Oct 30, 2025, 6:14 AM","","Crunch (Machine)",,"",1,"normal",50,11,,,
"Upper","Oct 29, 2025, 5:23 AM","Oct 29, 2025, 6:16 AM","","[Back] High Row",,"",0,"warmup",110,12,,,
"Upper","Oct 29, 2025, 5:23 AM","Oct 29, 2025, 6:16 AM","","[Back] High Row",,"",1,"normal",140,9,,,
"Upper","Oct 29, 2025, 5:23 AM","Oct 29, 2025, 6:16 AM","","[Back] High Row",,"",2,"normal",140,9,,,
"Upper","Oct 29, 2025, 5:23 AM","Oct 29, 2025, 6:16 AM","","[Chest] Decline Chest Press",,"",0,"warmup",70,13,,,
